REVIEW_DOC_NO,ANAL_CODE,CLASSIFY,EMPATHY,EMPATHY_SCORE
RVD-220105-0043793,ANAL-211104-0285,사용성,중립,3
RVD-220105-0043792,ANAL-211104-0285,사용성,기쁨,5
RVD-220105-0043791,ANAL-211104-0285,사용성,바람,4
RVD-220105-0043790,ANAL-211104-0285,사용성,행복,5
RVD-220105-0043789,ANAL-211104-0285,사용성,행복,5
RVD-220105-0043788,ANAL-211104-0285,사용성,중립,3
RVD-220105-0043787,ANAL-211104-0117,사용성,만족,4
RVD-220105-0043786,ANAL-211104-0121,사용성,만족,4
RVD-220105-0043785,ANAL-211104-0284,사용성,만족,4
RVD-220105-0043784,ANAL-211104-0284,사용성,중립,3
RVD-220105-0043783,ANAL-211104-0043,사용성,만족,4
RVD-220105-0043782,ANAL-211104-0138,사용성,만족,4
RVD-220105-0043781,ANAL-211104-0155,사용성,짜증남,1
RVD-220105-0043780,ANAL-211104-0155,재질,싫음,1
RVD-220105-0043779,ANAL-211104-0155,사용성,중립,3
RVD-220105-0043778,ANAL-211104-0155,사용성,중립,3
RVD-220105-0043777,ANAL-211104-0155,사용성,바람,4
RVD-220105-0043776,ANAL-211104-0155,사용성,만족,4
RVD-220105-0043775,ANAL-211104-0155,사용성,중립,3
RVD-220105-0043774,ANAL-211104-0155,사용성,설렘,4
RVD-220105-0043761,ANAL-211104-0115,가격,즐거움,5
RVD-220105-0043760,ANAL-211104-0115,사용성,만족,4
RVD-220105-0043759,ANAL-211104-0115,제품상태,만족,4
RVD-220105-0043758,ANAL-211104-0126,사용성,만족,4
RVD-220105-0043623,ANAL-211104-0270,사용성,만족,4
RVD-220105-0043622,ANAL-211104-0270,사용성,만족,4
RVD-220105-0043620,ANAL-211104-0269,사용성,중립,3
RVD-220105-0043618,ANAL-211104-0136,사용성,놀람,4
RVD-220105-0043617,ANAL-211104-0129,사용성,중립,3
RVD-220105-0043616,ANAL-211104-0136,사용성,놀람,4
RVD-220105-0043615,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043614,ANAL-211104-0129,사용성,행복,5
RVD-220105-0043613,ANAL-211104-0136,사용성,바람,4
RVD-220105-0043612,ANAL-211104-0129,사용성,불안,2
RVD-220105-0043611,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043610,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043609,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043608,ANAL-211104-0136,제품상태,만족,4
RVD-220105-0043607,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043606,ANAL-211104-0136,사용성,행복,5
RVD-220105-0043605,ANAL-211104-0136,사용성,실망,1
RVD-220105-0043604,ANAL-211104-0136,사용성,안타까움,2
RVD-220105-0043602,ANAL-211104-0129,사용성,안타까움,2
RVD-220105-0043601,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043600,ANAL-211104-0129,사용성,만족,4
RVD-220105-0043599,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043598,ANAL-211104-0136,사용성,중립,3
RVD-220105-0043597,ANAL-211104-0136,사용성,중립,3
RVD-220105-0043596,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043595,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043594,ANAL-211104-0129,사용성,만족,4
RVD-220105-0043593,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043592,ANAL-211104-0136,사용성,바람,4
RVD-220105-0043591,ANAL-211104-0129,사용성,설렘,4
RVD-220105-0043590,ANAL-211104-0129,사용성,중립,3
RVD-220105-0043589,ANAL-211104-0129,사용성,바람,4
RVD-220105-0043587,ANAL-211104-0136,사용성,짜증남,1
RVD-220105-0043586,ANAL-211104-0129,디자인,행복,5
RVD-220105-0043585,ANAL-211104-0129,사용성,중립,3
RVD-220105-0043584,ANAL-211104-0136,사용성,중립,3
RVD-220105-0043583,ANAL-211104-0136,사용성,중립,3
RVD-220105-0043582,ANAL-211104-0129,사용성,행복,5
RVD-220105-0043581,ANAL-211104-0129,사용성,만족,4
RVD-220105-0043575,ANAL-211104-0136,사용성,중립,3
RVD-220105-0043574,ANAL-211104-0129,사용성,만족,4
RVD-220105-0043573,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043572,ANAL-211104-0136,사용성,행복,5
RVD-220105-0043570,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043568,ALL,사용성,만족,4
RVD-220105-0043565,ANAL-211104-0136,사용성,중립,3
RVD-220105-0043564,ANAL-211104-0136,사용성,중립,3
RVD-220105-0043560,ANAL-211104-0136,사용성,안타까움,2
RVD-220105-0043559,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043558,ANAL-211104-0129,사용성,바람,4
RVD-220105-0043557,ANAL-211104-0136,사용성,중립,3
RVD-220105-0043556,ANAL-211104-0136,사용성,괴로움,2
RVD-220105-0043551,ANAL-211104-0129,사용성,행복,5
RVD-220105-0043549,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043547,ANAL-211104-0129,사용성,만족,4
RVD-220105-0043546,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043543,ANAL-211104-0129,사용성,중립,3
RVD-220105-0043542,ANAL-211104-0136,사용성,만족,4
RVD-220105-0043541,ANAL-211104-0136,사용성,중립,3
RVD-220105-0043540,ANAL-211104-0053,사용성,고마움,4
RVD-220105-0043539,ANAL-211104-0053,사용성,기쁨,5
RVD-220105-0043538,ANAL-211104-0053,사용성,중립,3
RVD-220105-0043537,ANAL-211104-0053,사용성,만족,4
RVD-220105-0042603,ANAL-211104-0152,사용성,감동,4
RVD-220105-0042602,ANAL-211104-0152,디자인,만족,4
RVD-220105-0042601,ANAL-211104-0152,디자인,만족,4
RVD-220105-0042600,ANAL-211104-0152,디자인,중립,3
RVD-220105-0042599,ANAL-211104-0152,사용성,바람,4
RVD-220105-0042598,ANAL-211104-0152,사용성,만족,4
RVD-220105-0042597,ANAL-211104-0152,디자인,사랑,4
RVD-220105-0042596,ANAL-211104-0152,사용성,싫음,1
RVD-220105-0042572,ANAL-211104-0049,사용성,행복,5
RVD-220105-0042571,ANAL-211104-0049,사용성,행복,5
RVD-220105-0042570,ALL,사용성,중립,3
RVD-220105-0042569,ALL,사용성,중립,3
RVD-220105-0042568,ANAL-211104-0049,사용성,만족,4
RVD-220105-0042567,ANAL-211104-0050,사용성,슬픔,2
RVD-220105-0042566,ANAL-211104-0050,사용성,만족,4
RVD-220105-0042565,ANAL-211104-0055,사용성,중립,3
RVD-220105-0042564,ANAL-211104-0048,사용성,중립,3
RVD-220105-0042563,ANAL-211104-0077,사용성,만족,4
RVD-220105-0042562,ANAL-211104-0049,디자인,중립,3
RVD-220105-0042561,ANAL-211104-0050,사용성,슬픔,2
RVD-220105-0042560,ANAL-211104-0050,디자인,만족,4
RVD-220105-0042559,ANAL-211104-0050,제품상태,만족,4
RVD-220105-0042558,ANAL-211104-0050,사용성,만족,4
RVD-220105-0042557,ANAL-211104-0050,사용성,만족,4
RVD-220105-0042556,ANAL-211104-0050,사용성,중립,3
RVD-220105-0042555,ANAL-211104-0050,가격,중립,3
RVD-220105-0042553,ANAL-211104-0058,사용성,만족,4
RVD-220105-0042550,ALL,사용성,만족,4
RVD-220105-0042549,ANAL-211104-0048,사용성,만족,4
RVD-220105-0042548,ANAL-211104-0049,사용성,만족,4
RVD-220105-0042547,ANAL-211104-0049,사용성,바람,4
RVD-220105-0042546,ALL,사용성,놀람,4
RVD-220105-0042544,ANAL-211104-0050,사용성,바람,4
RVD-220105-0042543,ANAL-211104-0049,사용성,중립,3
RVD-220105-0042542,ANAL-211104-0048,사용성,행복,5
RVD-220105-0042541,ALL,디자인,싫음,1
RVD-220105-0042540,ANAL-211104-0054,재질,안타까움,2
RVD-220105-0042539,ALL,사용성,중립,3
RVD-220105-0042538,ANAL-211104-0048,사용성,만족,4
RVD-220105-0042537,ANAL-211104-0049,사용성,만족,4
RVD-220105-0042536,ANAL-211104-0075,제품상태,만족,4
RVD-220105-0042535,ANAL-211104-0058,제품상태,만족,4
RVD-220105-0042534,ANAL-211104-0050,제품상태,만족,4
RVD-220105-0042533,ALL,제품상태,만족,4
RVD-220105-0042532,ALL,제품상태,중립,3
RVD-220105-0042531,ANAL-211104-0050,사용성,중립,3
RVD-220105-0042530,ANAL-211104-0055,사용성,만족,4
RVD-220105-0042529,ANAL-211104-0050,디자인,불안,2
RVD-220105-0042528,ANAL-211104-0049,사용성,바람,4
RVD-220105-0042527,ANAL-211104-0050,사용성,싫음,1
RVD-220105-0042526,ANAL-211104-0055,사용성,만족,4
RVD-220105-0042525,ALL,사용성,만족,4
RVD-220105-0042524,ANAL-211104-0050,사용성,중립,3
RVD-220105-0042522,ANAL-211104-0050,디자인,당황,2
RVD-220105-0042521,ANAL-211104-0048,사용성,중립,3
RVD-220105-0042520,ALL,사용성,만족,4
RVD-220105-0042519,ALL,사용성,만족,4
RVD-220105-0042518,ALL,사용성,설렘,4
RVD-220105-0042517,ANAL-211104-0049,사용성,만족,4
RVD-220105-0042516,ANAL-211104-0056,사용성,싫음,1
RVD-220105-0042515,ANAL-211104-0050,사용성,중립,3
RVD-220105-0042514,ANAL-211104-0056,사용성,싫음,1
RVD-220105-0042513,ANAL-211104-0050,사용성,불안,2
RVD-220105-0042511,ANAL-211104-0109,사용성,만족,4
RVD-220105-0042510,ANAL-211104-0109,사용성,중립,3
RVD-220105-0042509,ANAL-211104-0109,사용성,바람,4
RVD-220105-0042508,ANAL-211104-0109,사용성,중립,3
RVD-220105-0042507,ANAL-211104-0109,사용성,싫음,1
RVD-220105-0042506,ANAL-211104-0109,사용성,자신감,5
RVD-220105-0042505,ANAL-211104-0109,디자인,그리움,4
RVD-220105-0042442,ANAL-211104-0259,사용성,만족,4
RVD-220105-0042441,ANAL-211104-0099,사용성,만족,4
RVD-220105-0042419,ANAL-211104-0265,사용성,만족,4
RVD-220105-0042417,ANAL-211104-0016,사용성,안타까움,2
RVD-220105-0042416,ALL,사용성,만족,4
RVD-220105-0042415,ALL,사용성,만족,4
RVD-220105-0042414,ANAL-211104-0047,사용성,만족,4
RVD-220105-0042413,ANAL-211104-0047,사용성,고마움,4
RVD-220105-0012390,ANAL-211104-0089,디자인,만족,4
RVD-220105-0008337,ANAL-211104-0101,사용성,만족,4
RVD-220105-0007345,ANAL-211104-0282,사용성,중립,3
RVD-220105-0004782,ANAL-211104-0300,사용성,괴로움,2
RVD-220105-0003696,ANAL-211104-0136,재질,불안,2
RVD-220105-0001358,ANAL-211104-0155,사용성,중립,3
RVD-220104-0036618,ANAL-211104-0197,제품상태,당황,2
RVD-220104-0036616,ANAL-211104-0189,사용성,중립,3
RVD-220104-0036611,ANAL-211104-0226,사용성,슬픔,2
RVD-220104-0036610,ANAL-211104-0226,사용성,만족,4
RVD-220104-0036609,ANAL-211104-0226,사용성,만족,4
RVD-220104-0036608,ANAL-211104-0210,제품상태,만족,4
RVD-220104-0036596,ANAL-211104-0185,사용성,짜증남,1
RVD-220104-0036584,ANAL-211104-0179,사용성,중립,3
