REVIEW_DOC_NO,ANAL_CODE,CLASSIFY,EMPATHY,EMPATHY_SCORE
RVD-220114-0025362,ANAL-211104-0126,가격,중립,3
RVD-220114-0025327,ANAL-211104-0136,사용성,중립,3
RVD-220114-0025326,ANAL-211104-0129,사용성,만족,4
RVD-220114-0025325,ANAL-211104-0129,가격,만족,4
RVD-220114-0025324,ANAL-211104-0136,사용성,자신감,5
RVD-220114-0025323,ANAL-211104-0136,사용성,중립,3
RVD-220114-0025322,ANAL-211104-0136,사용성,바람,4
RVD-220114-0025321,ANAL-211104-0129,사용성,중립,3
RVD-220114-0025320,ANAL-211104-0136,사용성,행복,5
RVD-220114-0025318,ANAL-211104-0136,사용성,중립,3
RVD-220114-0025316,ANAL-211104-0129,사용성,중립,3
RVD-220114-0025315,ANAL-211104-0136,사용성,중립,3
RVD-220114-0025314,ANAL-211104-0129,사용성,만족,4
RVD-220114-0025313,ANAL-211104-0129,사용성,바람,4
RVD-220114-0025312,ANAL-211104-0129,사용성,바람,4
RVD-220114-0025311,ANAL-211104-0129,사용성,행복,5
RVD-220114-0025310,ANAL-211104-0136,사용성,중립,3
RVD-220114-0025309,ANAL-211104-0136,사용성,자신감,5
RVD-220114-0025308,ANAL-211104-0136,사용성,바람,4
RVD-220114-0025307,ANAL-211104-0053,사용성,만족,4
RVD-220114-0025306,ANAL-211104-0053,사용성,만족,4
RVD-220114-0025305,ANAL-211104-0053,사용성,만족,4
RVD-220114-0025304,ANAL-211104-0053,사용성,만족,4
RVD-220114-0025303,ANAL-211104-0014,사용성,만족,4
RVD-220114-0025250,ANAL-211104-0049,사용성,안타까움,2
RVD-220114-0025249,ANAL-211104-0050,사용성,만족,4
RVD-220114-0025248,ANAL-211104-0050,사용성,불안,2
RVD-220114-0025247,ANAL-211104-0055,사용성,만족,4
RVD-220114-0025246,ANAL-211104-0048,사용성,만족,4
RVD-220114-0025245,ALL,사용성,만족,4
RVD-220114-0025244,ANAL-211104-0050,사용성,만족,4
RVD-220114-0025243,ANAL-211104-0054,사용성,중립,3
RVD-220114-0025242,ANAL-211104-0054,사용성,중립,3
RVD-220114-0025241,ALL,사용성,짜증남,1
RVD-220114-0025240,ANAL-211104-0017,사용성,중립,3
RVD-220114-0025239,ANAL-211104-0049,사용성,만족,4
RVD-220114-0025238,ANAL-211104-0052,사용성,부러움,2
RVD-220114-0025237,ALL,사용성,부러움,2
RVD-220114-0025236,ANAL-211104-0050,사용성,만족,4
RVD-220114-0025235,ALL,사용성,중립,3
RVD-220114-0025234,ANAL-211104-0050,디자인,중립,3
RVD-220114-0025233,ANAL-211104-0050,사용성,만족,4
RVD-220114-0025232,ANAL-211104-0049,사용성,만족,4
RVD-220114-0025231,ALL,사용성,싫음,1
RVD-220114-0025230,ANAL-211104-0144,사용성,고마움,4
RVD-220114-0025228,ANAL-211104-0109,사용성,만족,4
RVD-220114-0025227,ANAL-211104-0109,사용성,만족,4
RVD-220114-0025226,ANAL-211104-0109,사용성,중립,3
RVD-220114-0025225,ANAL-211104-0109,사용성,만족,4
RVD-220114-0025224,ANAL-211104-0109,사용성,바람,4
RVD-220114-0025223,ANAL-211104-0109,사용성,만족,4
RVD-220114-0025222,ANAL-211104-0109,사용성,기쁨,5
RVD-220114-0025221,ANAL-211104-0109,사용성,만족,4
RVD-220114-0025219,ANAL-211104-0110,사용성,만족,4
RVD-220114-0025218,ANAL-211104-0110,사용성,싫음,1
RVD-220114-0025217,ANAL-211104-0110,사용성,짜증남,1
RVD-220114-0025216,ANAL-211104-0110,사용성,만족,4
RVD-220114-0025215,ANAL-211104-0110,사용성,바람,4
RVD-220114-0006842,ANAL-211104-0017,사용성,중립,3
RVD-220114-0006827,ANAL-211104-0049,사용성,바람,4
RVD-220114-0006826,ANAL-211104-0047,사용성,불안,2
RVD-220114-0006825,ANAL-211104-0079,사용성,후회,1
RVD-220114-0006824,ANAL-211104-0146,제품상태,창피함,2
RVD-220114-0002641,ANAL-211104-0075,제품상태,슬픔,2
RVD-220114-0002397,ANAL-211104-0048,사용성,중립,3
RVD-220114-0001535,ANAL-211104-0136,사용성,중립,3
RVD-220114-0000816,ANAL-211104-0297,사용성,중립,3
RVD-220114-0000070,ANAL-211104-0109,사용성,만족,4
RVD-220113-0033794,ANAL-211104-0226,사용성,중립,3
RVD-220113-0033793,ANAL-211104-0194,사용성,만족,4
RVD-220113-0033729,ANAL-211104-0181,사용성,중립,3
RVD-220113-0033709,ANAL-211104-0313,사용성,바람,4
RVD-220113-0024737,ANAL-211104-0275,가격,슬픔,2
RVD-220113-0024736,ANAL-211104-0066,사용성,감동,4
RVD-220113-0024735,ANAL-211104-0066,사용성,중립,3
RVD-220113-0024734,ANAL-211104-0066,사용성,만족,4
RVD-220113-0024733,ANAL-211104-0066,사용성,중립,3
RVD-220113-0024732,ANAL-211104-0066,사용성,중립,3
RVD-220113-0024731,ANAL-211104-0066,사용성,슬픔,2
RVD-220113-0024730,ANAL-211104-0066,사용성,중립,3
RVD-220113-0024729,ANAL-211104-0087,사용성,중립,3
RVD-220113-0024728,ANAL-211104-0087,사용성,만족,4
RVD-220113-0024727,ANAL-211104-0258,가격,만족,4
RVD-220113-0024726,ANAL-211104-0258,사용성,고마움,4
RVD-220113-0024725,ANAL-211104-0154,사용성,기쁨,5
RVD-220113-0024724,ANAL-211104-0154,사용성,중립,3
RVD-220113-0024723,ANAL-211104-0154,사용성,행복,5
RVD-220113-0024722,ANAL-211104-0154,사용성,만족,4
RVD-220113-0024721,ANAL-211104-0154,디자인,자신감,5
RVD-220113-0024720,ANAL-211104-0154,디자인,설렘,4
RVD-220113-0024719,ANAL-211104-0154,사용성,만족,4
RVD-220113-0024718,ANAL-211104-0154,사용성,안타까움,2
RVD-220113-0024717,ANAL-211104-0154,사용성,만족,4
RVD-220113-0024715,ANAL-211104-0082,사용성,바람,4
RVD-220113-0024714,ANAL-211104-0082,사용성,만족,4
RVD-220113-0024713,ANAL-211104-0067,사용성,설렘,4
RVD-220113-0024712,ANAL-211104-0073,사용성,고마움,4
RVD-220113-0024711,ANAL-211104-0127,사용성,자신감,5
RVD-220113-0024710,ANAL-211104-0127,사이즈,홀가분함,5
RVD-220113-0024709,ANAL-211104-0127,가격,바람,4
RVD-220113-0024708,ANAL-211104-0235,사용성,중립,3
RVD-220113-0024707,ANAL-211104-0153,디자인,만족,4
RVD-220113-0024706,ANAL-211104-0151,가격,안타까움,2
RVD-220113-0024705,ANAL-211104-0147,재질,만족,4
RVD-220113-0024704,ANAL-211104-0151,사용성,무관심,3
RVD-220113-0024703,ANAL-211104-0151,디자인,만족,4
RVD-220113-0024702,ANAL-211104-0151,사용성,중립,3
RVD-220113-0024701,ANAL-211104-0146,사용성,만족,4
RVD-220113-0024700,ANAL-211104-0146,사용성,만족,4
RVD-220113-0024699,ANAL-211104-0146,사용성,싫음,1
RVD-220113-0024698,ANAL-211104-0146,사용성,바람,4
RVD-220113-0024697,ANAL-211104-0146,사용성,사랑,4
RVD-220113-0024696,ANAL-211104-0285,사용성,중립,3
RVD-220113-0024695,ANAL-211104-0285,가격,만족,4
RVD-220113-0024694,ANAL-211104-0285,디자인,자신감,5
RVD-220113-0024693,ANAL-211104-0285,가격,만족,4
RVD-220113-0024692,ANAL-211104-0043,사용성,중립,3
RVD-220113-0024691,ANAL-211104-0236,사용성,만족,4
RVD-220113-0024690,ANAL-211104-0236,사용성,중립,3
RVD-220113-0024689,ANAL-211104-0236,제품상태,고마움,4
RVD-220113-0024687,ANAL-211104-0236,디자인,만족,4
RVD-220113-0024686,ANAL-211104-0138,사용성,만족,4
RVD-220113-0024685,ANAL-211104-0155,사용성,행복,5
RVD-220113-0024684,ANAL-211104-0155,사이즈,중립,3
RVD-220113-0024683,ANAL-211104-0155,사용성,실망,1
RVD-220113-0024682,ANAL-211104-0155,사용성,만족,4
RVD-220113-0024681,ANAL-211104-0155,사용성,바람,4
RVD-220113-0024680,ANAL-211104-0155,사용성,만족,4
RVD-220113-0024679,ANAL-211104-0155,사용성,만족,4
RVD-220113-0024678,ANAL-211104-0155,사용성,만족,4
RVD-220113-0024677,ANAL-211104-0155,사용성,중립,3
RVD-220113-0024676,ANAL-211104-0155,사용성,즐거움,5
RVD-220113-0024675,ANAL-211104-0155,사용성,중립,3
RVD-220113-0024674,ANAL-211104-0155,사용성,중립,3
RVD-220113-0024660,ANAL-211104-0116,사용성,기쁨,5
RVD-220113-0024659,ANAL-211104-0126,디자인,중립,3
RVD-220113-0024658,ANAL-211104-0126,사용성,행복,5
RVD-220113-0024657,ANAL-211104-0126,사용성,중립,3
RVD-220113-0024638,ANAL-211104-0112,디자인,행복,5
RVD-220113-0024637,ANAL-211104-0112,사용성,만족,4
RVD-220113-0024596,ANAL-211104-0270,사용성,중립,3
RVD-220113-0024595,ANAL-211104-0269,가격,만족,4
RVD-220113-0024593,ANAL-211104-0129,사용성,만족,4
RVD-220113-0024592,ANAL-211104-0129,사용성,중립,3
RVD-220113-0024591,ANAL-211104-0136,사용성,중립,3
RVD-220113-0024590,ANAL-211104-0136,사용성,짜증남,1
RVD-220113-0024589,ANAL-211104-0136,사용성,안타까움,2
RVD-220113-0024588,ANAL-211104-0136,사용성,중립,3
RVD-220113-0024587,ANAL-211104-0136,사용성,행복,5
RVD-220113-0024586,ANAL-211104-0129,사용성,바람,4
RVD-220113-0024585,ANAL-211104-0129,사용성,만족,4
RVD-220113-0024584,ANAL-211104-0136,사이즈,짜증남,1
RVD-220113-0024583,ANAL-211104-0136,사용성,중립,3
RVD-220113-0024582,ANAL-211104-0136,사용성,만족,4
RVD-220113-0024581,ANAL-211104-0136,사용성,안타까움,2
RVD-220113-0024580,ANAL-211104-0129,사용성,만족,4
RVD-220113-0024579,ANAL-211104-0136,사용성,만족,4
RVD-220113-0024578,ANAL-211104-0129,사용성,중립,3
RVD-220113-0024577,ANAL-211104-0136,사용성,중립,3
RVD-220113-0024576,ANAL-211104-0136,사용성,중립,3
RVD-220113-0024575,ANAL-211104-0136,사용성,짜증남,1
RVD-220113-0024574,ANAL-211104-0136,사용성,행복,5
RVD-220113-0024573,ANAL-211104-0053,사용성,안타까움,2
RVD-220113-0024572,ANAL-211104-0053,사용성,놀람,4
RVD-220113-0024550,ANAL-211104-0152,사용성,슬픔,2
RVD-220113-0024549,ANAL-211104-0152,사용성,만족,4
RVD-220113-0024548,ANAL-211104-0152,사용성,만족,4
RVD-220113-0024547,ANAL-211104-0152,디자인,만족,4
RVD-220113-0024546,ANAL-211104-0152,사용성,중립,3
RVD-220113-0024545,ANAL-211104-0049,사용성,만족,4
RVD-220113-0024544,ANAL-211104-0049,디자인,만족,4
RVD-220113-0024543,ANAL-211104-0054,사용성,싫음,1
RVD-220113-0024542,ANAL-211104-0050,사용성,중립,3
RVD-220113-0024541,ANAL-211104-0049,사용성,중립,3
RVD-220113-0024540,ANAL-211104-0050,사용성,만족,4
RVD-220113-0024539,ANAL-211104-0055,사용성,고마움,4
RVD-220113-0024538,ANAL-211104-0049,사용성,만족,4
RVD-220113-0024537,ALL,사용성,만족,4
RVD-220113-0024536,ANAL-211104-0048,사용성,자신감,5
RVD-220113-0024535,ALL,디자인,만족,4
RVD-220113-0024534,ANAL-211104-0049,디자인,만족,4
RVD-220113-0024533,ANAL-211104-0049,사용성,만족,4
RVD-220113-0024532,ANAL-211104-0054,사용성,만족,4
RVD-220113-0024531,ALL,사용성,만족,4
RVD-220113-0024530,ANAL-211104-0050,사용성,감동,4
RVD-220113-0024529,ALL,사용성,안타까움,2
RVD-220113-0024528,ANAL-211104-0049,사용성,만족,4
RVD-220113-0024527,ALL,사용성,감동,4
RVD-220113-0024526,ANAL-211104-0049,사용성,감동,4
RVD-220113-0024525,ANAL-211104-0109,사용성,안타까움,2
RVD-220113-0024524,ANAL-211104-0109,사용성,중립,3
RVD-220113-0024523,ANAL-211104-0109,가격,싫음,1
RVD-220113-0024522,ANAL-211104-0110,사용성,만족,4
RVD-220113-0024501,ANAL-211104-0259,사용성,만족,4
RVD-220113-0024500,ANAL-211104-0259,사용성,만족,4
RVD-220113-0024499,ANAL-211104-0259,사용성,바람,4
RVD-220113-0006508,ANAL-211104-0146,사용성,행복,5
RVD-220113-0006289,ANAL-211104-0263,사용성,분노,1
RVD-220113-0004335,ANAL-211104-0252,사용성,만족,4
RVD-220113-0004306,ANAL-211104-0064,사용성,바람,4
RVD-220113-0004287,ANAL-211104-0152,가격,중립,3
RVD-220113-0001984,ANAL-211104-0031,사용성,중립,3
RVD-220113-0001976,ANAL-211104-0155,사용성,당황,2
RVD-220113-0001960,ANAL-211104-0055,사용성,만족,4
RVD-220113-0001905,ANAL-211104-0023,사용성,바람,4
RVD-220113-0001219,ANAL-211104-0050,사용성,만족,4
RVD-220112-0043254,ANAL-211104-0190,사이즈,놀람,4
RVD-220112-0043253,ANAL-211104-0185,사용성,만족,4
RVD-220112-0043240,ANAL-211104-0191,사용성,싫음,1
RVD-220112-0043238,ANAL-211104-0160,디자인,만족,4
RVD-220112-0043228,ANAL-211104-0159,디자인,만족,4
RVD-220112-0043227,ANAL-211104-0159,사용성,안타까움,2
RVD-220112-0043226,ANAL-211104-0159,디자인,만족,4
RVD-220112-0025274,ANAL-211104-0275,사용성,싫음,1
RVD-220112-0025273,ANAL-211104-0275,디자인,행복,5
RVD-220112-0025272,ANAL-211104-0066,사용성,중립,3
RVD-220112-0025271,ANAL-211104-0066,사용성,만족,4
RVD-220112-0025270,ANAL-211104-0066,사용성,중립,3
RVD-220112-0025269,ANAL-211104-0066,사용성,중립,3
RVD-220112-0025268,ANAL-211104-0066,사용성,불안,2
RVD-220112-0025267,ANAL-211104-0066,사용성,중립,3
RVD-220112-0025266,ANAL-211104-0087,사용성,행복,5
RVD-220112-0025265,ANAL-211104-0087,사용성,만족,4
RVD-220112-0025264,ANAL-211104-0087,사용성,안타까움,2
RVD-220112-0025263,ANAL-211104-0087,사용성,기쁨,5
RVD-220112-0025262,ANAL-211104-0258,사용성,중립,3
RVD-220112-0025261,ANAL-211104-0154,사용성,만족,4
RVD-220112-0025260,ANAL-211104-0154,사용성,중립,3
RVD-220112-0025259,ANAL-211104-0154,사용성,중립,3
RVD-220112-0025258,ANAL-211104-0154,사용성,만족,4
RVD-220112-0025257,ANAL-211104-0154,제품상태,행복,5
RVD-220112-0025256,ANAL-211104-0154,사용성,중립,3
RVD-220112-0025255,ANAL-211104-0154,사용성,만족,4
RVD-220112-0025254,ANAL-211104-0154,가격,짜증남,1
RVD-220112-0025253,ANAL-211104-0154,사용성,중립,3
RVD-220112-0025252,ANAL-211104-0154,사용성,중립,3
RVD-220112-0025251,ANAL-211104-0154,디자인,설렘,4
RVD-220112-0025250,ANAL-211104-0154,디자인,만족,4
RVD-220112-0025249,ANAL-211104-0154,사용성,만족,4
RVD-220112-0025248,ANAL-211104-0154,디자인,행복,5
RVD-220112-0025247,ANAL-211104-0154,사용성,만족,4
RVD-220112-0025246,ANAL-211104-0154,사용성,행복,5
RVD-220112-0025245,ANAL-211104-0154,사용성,기쁨,5
RVD-220112-0025244,ANAL-211104-0154,사용성,바람,4
RVD-220112-0025243,ANAL-211104-0154,사용성,중립,3
RVD-220112-0025242,ANAL-211104-0081,사용성,행복,5
RVD-220112-0025241,ANAL-211104-0081,사용성,만족,4
RVD-220112-0025240,ANAL-211104-0081,사용성,불안,2
RVD-220112-0025239,ANAL-211104-0081,사용성,만족,4
RVD-220112-0025238,ANAL-211104-0081,사용성,바람,4
RVD-220112-0025237,ANAL-211104-0082,사용성,만족,4
RVD-220112-0025236,ANAL-211104-0082,사용성,안타까움,2
RVD-220112-0025235,ANAL-211104-0082,사용성,후회,1
RVD-220112-0025234,ANAL-211104-0082,사용성,행복,5
RVD-220112-0025233,ANAL-211104-0082,사용성,고마움,4
RVD-220112-0025232,ANAL-211104-0235,디자인,중립,3
RVD-220112-0025231,ANAL-211104-0153,사용성,기쁨,5
RVD-220112-0025230,ANAL-211104-0153,사용성,행복,5
RVD-220112-0025229,ANAL-211104-0153,사용성,만족,4
RVD-220112-0025228,ANAL-211104-0072,사용성,만족,4
RVD-220112-0025227,ANAL-211104-0072,사용성,중립,3
RVD-220112-0025226,ANAL-211104-0072,사용성,짜증남,1
RVD-220112-0025225,ANAL-211104-0151,사용성,만족,4
RVD-220112-0025224,ANAL-211104-0151,사용성,중립,3
RVD-220112-0025223,ANAL-211104-0130,제품상태,만족,4
RVD-220112-0025222,ANAL-211104-0130,사용성,안타까움,2
RVD-220112-0025221,ANAL-211104-0237,사이즈,만족,4
RVD-220112-0025220,ANAL-211104-0146,사용성,행복,5
RVD-220112-0025219,ANAL-211104-0146,사용성,만족,4
RVD-220112-0025218,ANAL-211104-0285,사용성,놀람,4
RVD-220112-0025217,ANAL-211104-0285,사용성,중립,3
RVD-220112-0025216,ANAL-211104-0285,사용성,만족,4
RVD-220112-0025215,ANAL-211104-0285,가격,고마움,4
RVD-220112-0025214,ANAL-211104-0285,가격,중립,3
RVD-220112-0025213,ANAL-211104-0285,사용성,만족,4
RVD-220112-0025212,ANAL-211104-0285,사용성,만족,4
RVD-220112-0025211,ANAL-211104-0309,사용성,중립,3
RVD-220112-0025210,ANAL-211104-0284,사용성,만족,4
RVD-220112-0025209,ANAL-211104-0284,사용성,만족,4
RVD-220112-0025208,ANAL-211104-0043,사용성,만족,4
RVD-220112-0025207,ANAL-211104-0128,사용성,슬픔,2
RVD-220112-0025206,ANAL-211104-0256,사용성,만족,4
RVD-220112-0025205,ANAL-211104-0236,사용성,중립,3
RVD-220112-0025203,ANAL-211104-0236,재질,기쁨,5
RVD-220112-0025202,ANAL-211104-0138,사용성,기쁨,5
RVD-220112-0025201,ANAL-211104-0138,사용성,중립,3
RVD-220112-0025200,ANAL-211104-0138,디자인,중립,3
RVD-220112-0025199,ANAL-211104-0155,사용성,감동,4
RVD-220112-0025198,ANAL-211104-0155,사용성,행복,5
RVD-220112-0025197,ANAL-211104-0155,사용성,만족,4
RVD-220112-0025196,ANAL-211104-0155,사용성,중립,3
RVD-220112-0025195,ANAL-211104-0155,사용성,만족,4
RVD-220112-0025194,ANAL-211104-0155,사용성,만족,4
RVD-220112-0025193,ANAL-211104-0155,사용성,고마움,4
RVD-220112-0025192,ANAL-211104-0155,가격,바람,4
RVD-220112-0025191,ANAL-211104-0155,가격,중립,3
RVD-220112-0025190,ANAL-211104-0155,사용성,만족,4
RVD-220112-0025189,ANAL-211104-0155,사용성,만족,4
RVD-220112-0025188,ANAL-211104-0155,디자인,당황,2
RVD-220112-0025187,ANAL-211104-0155,사이즈,중립,3
RVD-220112-0025174,ANAL-211104-0115,사용성,만족,4
RVD-220112-0025173,ANAL-211104-0126,사용성,만족,4
RVD-220112-0025172,ANAL-211104-0126,디자인,만족,4
RVD-220112-0025130,ANAL-211104-0270,사용성,중립,3
RVD-220112-0025129,ANAL-211104-0269,가격,중립,3
RVD-220112-0025128,ANAL-211104-0129,사용성,안타까움,2
RVD-220112-0025127,ANAL-211104-0136,사용성,만족,4
RVD-220112-0025126,ANAL-211104-0129,사용성,만족,4
RVD-220112-0025125,ANAL-211104-0136,사용성,만족,4
RVD-220112-0025124,ANAL-211104-0129,사용성,중립,3
RVD-220112-0025123,ANAL-211104-0136,사용성,만족,4
RVD-220112-0025122,ANAL-211104-0136,사용성,만족,4
RVD-220112-0025121,ANAL-211104-0136,사용성,만족,4
RVD-220112-0025120,ANAL-211104-0136,재질,중립,3
RVD-220112-0025119,ANAL-211104-0136,재질,만족,4
RVD-220112-0025118,ANAL-211104-0129,재질,만족,4
RVD-220112-0025117,ANAL-211104-0136,사용성,중립,3
RVD-220112-0025116,ANAL-211104-0136,사용성,중립,3
RVD-220112-0025115,ANAL-211104-0136,사용성,행복,5
RVD-220112-0025114,ANAL-211104-0136,사용성,만족,4
RVD-220112-0025113,ANAL-211104-0129,사용성,만족,4
RVD-220112-0025112,ANAL-211104-0129,사용성,중립,3
RVD-220112-0025111,ANAL-211104-0129,사용성,만족,4
RVD-220112-0025110,ANAL-211104-0136,사용성,중립,3
RVD-220112-0025109,ANAL-211104-0136,사용성,슬픔,2
RVD-220112-0025108,ANAL-211104-0053,사용성,중립,3
RVD-220112-0025107,ANAL-211104-0053,사용성,중립,3
RVD-220112-0025106,ANAL-211104-0053,사용성,만족,4
RVD-220112-0025078,ANAL-211104-0152,가격,중립,3
RVD-220112-0025077,ANAL-211104-0152,사용성,만족,4
RVD-220112-0025076,ANAL-211104-0152,사용성,중립,3
RVD-220112-0025075,ANAL-211104-0152,사용성,만족,4
RVD-220112-0025073,ALL,사용성,만족,4
RVD-220112-0025071,ALL,사용성,만족,4
RVD-220112-0025066,ANAL-211104-0050,사용성,만족,4
RVD-220112-0025065,ALL,사용성,행복,5
RVD-220112-0025064,ALL,사용성,만족,4
RVD-220112-0025063,ANAL-211104-0049,디자인,바람,4
RVD-220112-0025062,ANAL-211104-0049,사용성,중립,3
RVD-220112-0025061,ANAL-211104-0055,사용성,고마움,4
RVD-220112-0025060,ANAL-211104-0049,사용성,만족,4
RVD-220112-0025059,ALL,사용성,만족,4
RVD-220112-0025058,ANAL-211104-0050,사용성,바람,4
RVD-220112-0025057,ALL,사용성,기쁨,5
RVD-220112-0025056,ANAL-211104-0048,사용성,만족,4
RVD-220112-0025055,ANAL-211104-0050,사용성,짜증남,1
RVD-220112-0025054,ANAL-211104-0055,사용성,만족,4
RVD-220112-0025053,ALL,디자인,만족,4
RVD-220112-0025052,ALL,사용성,만족,4
RVD-220112-0025051,ANAL-211104-0050,사용성,고마움,4
RVD-220112-0025050,ANAL-211104-0050,디자인,행복,5
RVD-220112-0025049,ANAL-211104-0049,사용성,중립,3
RVD-220112-0025048,ALL,사용성,만족,4
RVD-220112-0025047,ANAL-211104-0050,사용성,중립,3
RVD-220112-0025046,ANAL-211104-0109,사용성,행복,5
RVD-220112-0025045,ANAL-211104-0109,사용성,불안,2
RVD-220112-0025044,ANAL-211104-0109,사용성,불안,2
RVD-220112-0025043,ANAL-211104-0109,사용성,만족,4
RVD-220112-0025042,ANAL-211104-0109,사용성,만족,4
RVD-220112-0025041,ANAL-211104-0109,사용성,행복,5
RVD-220112-0025040,ANAL-211104-0109,사용성,만족,4
RVD-220112-0025039,ANAL-211104-0110,사용성,슬픔,2
RVD-220112-0025038,ANAL-211104-0110,사용성,만족,4
RVD-220112-0025017,ANAL-211104-0265,가격,만족,4
RVD-220112-0005077,ANAL-211104-0008,사용성,만족,4
RVD-220112-0001346,ANAL-211104-0155,사용성,만족,4
RVD-220112-0001312,ANAL-211104-0110,재질,즐거움,5
RVD-220112-0000895,ANAL-211104-0275,사용성,즐거움,5
RVD-220112-0000227,ANAL-211104-0109,사용성,억울함,1
RVD-220111-0066401,ANAL-211104-0189,사용성,바람,4
RVD-220111-0066400,ANAL-211104-0189,사용성,만족,4
RVD-220111-0066399,ANAL-211104-0202,사용성,행복,5
RVD-220111-0066394,ANAL-211104-0226,사용성,중립,3
RVD-220111-0066393,ANAL-211104-0226,사용성,만족,4
RVD-220111-0066392,ANAL-211104-0226,사용성,만족,4
RVD-220111-0066391,ANAL-211104-0226,사용성,분노,1
RVD-220111-0066379,ANAL-211104-0185,사용성,바람,4
RVD-220111-0066372,ANAL-211104-0162,사용성,즐거움,5
RVD-220111-0066371,ANAL-211104-0178,사용성,행복,5
RVD-220111-0066369,ANAL-211104-0219,사용성,만족,4
RVD-220111-0066368,ANAL-211104-0219,사용성,중립,3
RVD-220111-0066367,ANAL-211104-0163,사용성,만족,4
RVD-220111-0066366,ANAL-211104-0159,사용성,만족,4
RVD-220111-0066365,ANAL-211104-0159,사용성,중립,3
RVD-220111-0066364,ANAL-211104-0159,디자인,만족,4
RVD-220111-0066363,ANAL-211104-0159,사용성,행복,5
RVD-220111-0066362,ANAL-211104-0159,가격,만족,4
RVD-220111-0066361,ANAL-211104-0159,사용성,만족,4
RVD-220111-0066360,ANAL-211104-0159,사용성,만족,4
RVD-220111-0066359,ANAL-211104-0159,사용성,만족,4
RVD-220111-0047834,ANAL-211104-0275,사용성,만족,4
RVD-220111-0047833,ANAL-211104-0275,디자인,만족,4
RVD-220111-0047832,ANAL-211104-0275,사용성,행복,5
RVD-220111-0047831,ANAL-211104-0275,사용성,만족,4
RVD-220111-0047830,ANAL-211104-0275,사용성,싫음,1
RVD-220111-0047829,ANAL-211104-0066,사용성,중립,3
RVD-220111-0047828,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047827,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047826,ANAL-211104-0066,사용성,중립,3
RVD-220111-0047825,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047824,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047823,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047822,ANAL-211104-0066,사용성,행복,5
RVD-220111-0047821,ANAL-211104-0066,사용성,중립,3
RVD-220111-0047820,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047819,ANAL-211104-0066,디자인,괴로움,2
RVD-220111-0047818,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047817,ANAL-211104-0066,사용성,중립,3
RVD-220111-0047816,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047815,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047814,ANAL-211104-0066,사용성,만족,4
RVD-220111-0047813,ANAL-211104-0066,사용성,중립,3
RVD-220111-0047812,ANAL-211104-0087,사용성,만족,4
RVD-220111-0047811,ANAL-211104-0087,사용성,고마움,4
RVD-220111-0047810,ANAL-211104-0087,사용성,만족,4
RVD-220111-0047809,ANAL-211104-0087,사용성,바람,4
RVD-220111-0047808,ANAL-211104-0258,디자인,행복,5
RVD-220111-0047807,ANAL-211104-0258,사용성,짜증남,1
RVD-220111-0047806,ANAL-211104-0081,사용성,중립,3
RVD-220111-0047805,ANAL-211104-0081,사용성,자신감,5
RVD-220111-0047804,ANAL-211104-0082,사용성,불안,2
RVD-220111-0047803,ANAL-211104-0082,사용성,만족,4
RVD-220111-0047802,ANAL-211104-0082,사용성,기쁨,5
RVD-220111-0047801,ANAL-211104-0082,사용성,만족,4
RVD-220111-0047800,ANAL-211104-0082,사용성,자신감,5
RVD-220111-0047799,ANAL-211104-0082,사용성,만족,4
RVD-220111-0047798,ANAL-211104-0082,사용성,중립,3
RVD-220111-0047797,ANAL-211104-0082,사용성,만족,4
RVD-220111-0047796,ANAL-211104-0082,사용성,만족,4
RVD-220111-0047793,ANAL-211104-0069,사용성,만족,4
RVD-220111-0047791,ANAL-211104-0140,사용성,중립,3
RVD-220111-0047789,ANAL-211104-0127,사용성,만족,4
RVD-220111-0047788,ANAL-211104-0127,사용성,만족,4
RVD-220111-0047787,ANAL-211104-0127,사용성,만족,4
RVD-220111-0047786,ANAL-211104-0127,사용성,만족,4
RVD-220111-0047785,ANAL-211104-0127,사용성,불안,2
RVD-220111-0047784,ANAL-211104-0127,사용성,만족,4
RVD-220111-0047782,ANAL-211104-0153,사용성,만족,4
RVD-220111-0047781,ANAL-211104-0153,사용성,놀람,4
RVD-220111-0047780,ANAL-211104-0153,디자인,사랑,4
RVD-220111-0047779,ANAL-211104-0153,사용성,즐거움,5
RVD-220111-0047778,ANAL-211104-0153,사용성,만족,4
RVD-220111-0047777,ANAL-211104-0153,사용성,놀람,4
RVD-220111-0047776,ANAL-211104-0153,사용성,중립,3
RVD-220111-0047775,ANAL-211104-0072,사용성,슬픔,2
RVD-220111-0047774,ANAL-211104-0072,사용성,기쁨,5
RVD-220111-0047773,ANAL-211104-0072,사용성,만족,4
RVD-220111-0047772,ANAL-211104-0072,사용성,즐거움,5
RVD-220111-0047771,ANAL-211104-0072,재질,만족,4
RVD-220111-0047770,ANAL-211104-0072,사용성,만족,4
